id,fecha,cantidad,tipoTrans,cuentaOrigen,cuentaDestino,dateCreated,lastUpdated
845488,2019-07-14,247249.49429035545,dT6y0e3I,PF7xohxO1Fn526XaFcKwlQnLKHg6ZaPXjG6dRVEd7ZSQnoCRwXpvNuBxvr1xluVpiNiKULZKr6GdT06adRMSA2Re5mdr1N4Vov2Y7W4yJN45Bv9uPsYomR2ZbpCXBSwIfqDdwzDSDpmb2iKYUyrwSd9XrOmlycV,YrLnb58yagh8GzZ3jGNITCIuUNDeqZ7TlxYOjThWXdDcYpBYwWiweBSkfmEVEG6Lq9O7brPAIN3jJtRD5WVbfhRKCD1gQRfsaAgZeVt836J6U20iahU4B9GTz5ik6Qn643vFQ3GXRNMFswC,2019-11-21 07:26:47.559716,2020-11-13 21:20:20.653069
783009,2021-04-25,261263.2080725444,3mCVBc,3wfGdlE6FPcoUNgixnJqtNlRjm1otgmRfWJmgAejFHurTrLcMAOl913RDzSsPRvL1tbrnDGle9jPH1Ihy4ggOEOYGHLpLEel3Tid1xt5mU92vdcyD8D,1PetHTYGvS6ZF8ecV51H38jx3ueAGFvmhG1cw3diAANZYwDP8hTf9ms2dh5967nzoZwlIH2sN3rTaV0r4jgnYTAaB1fTQ1jFXBSnhRZugInPxaSig2m8EKVpShDqLv8iDnX2H50QnEio1FirMyHhyeBqi8woD3SURQQnDSyoSsFyZEGMUs9aB609tLPw0EdPycVVdwEkbCrPYqLVTBK,2022-05-26 15:06:06.211599,2020-03-25 17:49:21.641345
911336,2023-03-09,834033.3980290171,7N7AduvYSy,UFYV9FqAU4pJ8sTLxCD6XliQ8rWAujEy5LHT2MrzuuA2riBmlbBvUGFDioeeBIq9UnlT4mfPgOSiUDtp1RuhuZNWOkTmOCd5cDwvqXtkav1bu3vSSt3DBx5IS90RPYvE52SPt7e3lIO7ww0b2Wn0vKxStX2ToMmpvq8DnD65atW4JBvjmJVIiF0FN1BisgCpHyq5rm,fHv4rTAHgZ3fE6zo,2020-08-15 18:39:50.672868,2019-12-26 23:24:59.939549
301643,2020-09-06,672410.9998974223,lMr3CQZkH,dm2wmd66QtZ3VyVhVgjHdYEBYXhOnY7Lqd0eKjc95D2bsx1XJDo0lZv0legKMMEO3D1Wx34JCoPaYE8UaDR9VMxZhqvUaHaG9Tb1x9x2odh1fCVttuWR3f9rNyY1yVdmYEEOdlYQE7nJl4DJ9SYnIziRBXmG3wGLWxgX6gGPOT,wfAvsxgWYjz2yNQsQQtoLyMfnRh7iFKED4IUihA8mQgJv47OAxJEaxB9kMZ5hEPqaApeq6hZJxsT88nAWKeJpVmdf6IndYKUWK9tuAvqmqoSPYuRyDvWHJlluOaE3WjKQd3JiEhZgsUS0D403hQkuIVtB,2020-07-13 18:30:52.762405,2022-02-27 15:06:06.892233
329796,2021-12-04,156535.5405953453,vfsvQbj,5x,2zZQtKFfr7gZrngJ1rltQkkcA2PFg4n1ckKU34PONVjl5eZOOicayramAizAidceV5mlh2jkxVNTcGUxslw7qYNdE2uMux7u9k8A9RcrbxU066NILF2rvSi7,2020-03-10 12:42:33.480091,2022-09-11 04:02:43.956646
492551,2021-07-18,443431.36632806406,DZ55lm,x9br9QEb8J3GsWZQxVWcgWrjQURvPYFhm7o3sJq2OWJnm76ozA,zu0bFJgGGik8dca63pLxmhO96jyJTnX6kxSWFXzWz853rfln5yJoFnQ3XasoCwWABp5eFB1T2JQHuaMmS42qaFufYwVW2Ls5Py7iesiqwpaj8U3lJWKce8EIayDpL2iWHyrWSuE6lpDkq0uvfreE8a3tJS9hNsff9z4LqYJjF8U3nZsscZb1XcVGrG75NqeuVzmPjaXtwZWUQx,2022-06-09 02:58:02.404974,2020-02-01 13:09:32.958833
148221,2020-06-15,697782.2533901666,FcBT6,ZmukvzjI3NGJoSrNnIMAaoVHlGcOEDdXQWgnNZNqJiExtp16u5wOqDbXdiaZPh2zIIsM6VAEtyT9RcexcBkcYpdXNdr3QZayhYCJgLL0xRNDqYO3I9ClJV6Xm3tQ8bTYbVxOQUtwa9eOLpJdU8Yko38kilz1iQC87M6cxlZ9aP6CmNArt9DJy9,3u4xvCEfstoN9UL8hpxXDlWYk1q3SQ1uyQ5KFINbi0j1DrIHH0UzkVIeJN6B3SYJqZwn3LAzlQsqFmlX7Ne3Ho7wXZA5ZFxmXrEOYPUcviam2FwmWXFonR9PVewGi8nSeiMl8r0CPgwKgJ35vqs7iOYKxdKOLA8CYWtSJexqQh9V1gQYYNyrXEriiBDE4ryUPxFjh2cCIx1bIL2IYeoK1chhdTxNsVWPaGjly,2021-01-02 17:35:38.815917,2019-09-18 11:49:05.334418
164040,2023-12-14,342343.2834425107,2RB,Hhkxbd3oh1p8ISr50cPp0kE2AtsbtlvN1tdhzfBUPRXvw2ElNgfX3U4wlE9ZFukt9SWMAAeof9vmEwbnagSTGfA5v0rBdbZwhU9hTqIm7kmTTmF0l3hAEv5j6XgO18w3S7BnCYk,jLpY2ZwjXOVQuKoLMIF0aFdig9xCHSUokDQIN8Vl7hv4AtQ3cTmiYiceMMj1Ml0vSN1YtDQNVB5YzyxaT7pD1e9NHIhtz4AsPNOYAPKEcCKl5ciZlSIqZCzQ7xbkmkE32DDglhgsBxqsS4amu9PkLAERilde5,2023-04-30 23:56:53.815923,2019-07-25 03:30:42.238125
812341,2022-01-11,741217.2950258824,ZWp5,77kFEyYTVrHcswfkCcU9MNv,eU0GEZP35kEpU18JS50z7KhTvYhsOP3mBTRzFs5p8HS9guu9R7ZwDQi39DjJcR11MmmND4gM9KsbTFrLYTdYqig5xL4syiuoDb4Qhqn5KrYdF934ENzKA6Nsw8Ubw92xpjBVZHp9WaSoKa6McssUjLWryNqr7FEYvpgmtFZODcGunl,2020-12-12 07:23:11.481383,2023-08-07 08:59:25.214322
812872,2020-05-13,627616.738770951,TpwWIvnr06,RVN1ISfLT3psKyjTK2cDuuwAABT4vWajxvDI15ewVeYwmjllRTxYdcdRXTmvWiGIL5VUWyvL72EOoJ7W3l7aEVDK9N3CxwWpP2NhSJK3UkINg8kCh70dNZZTjOWtUaIuuODvjtWqrDgZ5s8eiru4qFsOsfnxtikc5r3e2EH4Y1An8hd0e7eW1Rf0qFpqwzFRr8ysjr5sMbN3v9zbGmk6rz99GpERAfin2X4b,y5NdKCEarGGLumohSFCNxQYV0lmWte5oZ0,2023-02-02 14:30:42.207284,2022-12-23 20:04:16.956894
235320,2022-12-03,699662.5874767776,XWZmSY45,u1nuIezND8xa0wMIGEF4P9wnMuYkeZV6GVO1Qin,fPbL4DQhVWBKUU9MqAyzUrkfUScTHvULdi2kjFqfyIxQEU2iJEXm,2020-09-07 08:29:07.147176,2023-02-11 23:40:49.892694
996285,2022-06-29,348571.981390718,z9n7Cy,IO3yqgIMD3HIQertT9M6CR3oRr3HYbz8ZjZG4rqQZ3l5uEU0ddij3C8ROkTolYF43iLc7kzjiv8XMLePbQ15q942oF0jL212H4ixrXooIRDlYNrN,J2O4f18EqV3ZXtIzMHJDrK5b,2023-10-28 02:32:25.453250,2023-10-30 09:38:46.112736
319532,2019-04-21,966783.88149055,gLFeIPd4w,YYMQo3Q8xFHCa5CnKbiczewyJdaQHVn2inlnzrc9ByAxQ0kZgVa1365UMOSkfG30Hw0ofmmwpzrS69NZKOJb1m3g6v5UNxhL89qURXZDYe9WK7j2h8z0WDLsqI0Yq1rdeRrX5BuFMJ6lAAj1ilxfVNw8TyCV0g6EyGaFu3kGqGtn3we7kIQ2o9tTbAYi6KDkwZumjbTeJ1yQQIvy6UuHcLPLp7JNI9jel7ya2VBDwjKzVnj8gheUytmDYnx,ysTGkXsyL4V0MBZ9UHuhdt7pBuF40MfwbQUbWNaCJlx9E9IThM,2022-03-30 01:47:30.640048,2022-04-09 04:18:46.517013
782874,2021-04-05,166983.0863971682,QBa,Ey1g4DHkJWGRPqI3UfvxULAFcIEIwqvLJi9Xm7r4GHVcfwa7yEPUlksJeWGRPdV7Fazakpj8WK4zqUOnddw1dCBzVLiT28KWCGTFEUEpwIbz3cjV3ULwWmg6vU47ukYlPWCgic7yJA,PNruchHrV8e0Aoz0z51gcx10wTCEP1uSPI4tFKXl3V5VllN8907z9veyvtJv9Qxg0FXJ9yxXoN5pAEXZ5Wd0I83jkbydCWK7Wu7MV7Rm0LbOBUAVwaJn7Q10ai96gSxm0VPVfHDjchIr1qwhFREuM5sjhKebqocdlYSx9z5uX24F0QzzEFFSmuvmycKFTdVd0nX6frZasiP1WivWs7a8b3nb8pnxZkEgSbwZ4d76wC5z5PbsuZZ7zjRaqCb,2022-04-04 10:26:57.450078,2023-11-13 12:01:28.594731
784226,2020-01-12,590116.328539324,KxVKV,ldCFQi1Qh0kWxdMoaZAWvguVJtcLTBScS3tWWMw4LhKvoEzFMYKGf5jMriXGayDHlvEShCC59If2PUgg3vOHxhYNlWsjSDqWLhf0SBZYUkCXymnLH9nb3NsmFWqtJV96MKsOw2,H6KATGk3kE3WZEd7m0V5ySEbiGUwvMMgByrca61PrPWCyaAfeGjIRQhoXmDTloXRTLQW1pGjEcCmCSX4RqZdCW0WU3BLWypew9ZH9JjKARzMSR3WxpWCsRF4Nh18n2tL50fFIoJJLqFia239HQdyuLCbu2iAS2vpQZSPdreeCrMbkS5xlGwuAa9O4,2021-11-18 13:38:30.850271,2021-04-25 22:31:40.478086
516448,2021-03-09,594650.7651693588,aBWRgKzN,sEfveLAwFhg1YJfokLYdjd2yQQ523F7hlcYa3m7yAzM92mFVCrme8H2zZ6dbwOVqLjt5v0byocB1tCz8b1nEG81HCr4JaDlJB6UOD5NtU6eZ70wxrdyz2wNURndHftWGHXWGnSdTPqyUdB2C7OTBJO,z5xFoZvCofOPtPDd07wvLjky311UsHcltyn2ttH3vkDKp1lyMpf7ougt65VKus2WFjnZlHQaST4vzwNVZDiAFfYxSgRoZI3dh4MtRCKLVRpospvDui7yX2pmWNWvAGiyA87XWVZVRfyyeUT1lsebuW8yxtNKq6k1aEQXQF3NbJOSbp9b0LOTtEk89Dr1uxpnTgcjuiO5tUFLV5wlUJ636D3xnNuHT6fGxHlp2Uk5NJzURL5PQ5MMxEuxtI,2021-01-24 03:56:32.708864,2022-05-10 22:01:59.500641
347535,2023-01-11,846831.7679832722,cP,pbqo8XUMpg0dMiTZO0Yo3J2X1w3PcdN41DM0h2BdKPYfH0U6rjjNCQ4xbCeplNAQY27cbmeS3npOCKZU2Vr0ChTx2hykMSvb6CIQz27yOOx1HnDm2fJl6J4JTcFuCwFg6Msign6OFCZPY6uicLwxYsjougQymaECmoMzRfUgDL7LUkrmqckH3iH25uD0h1nZN7lTm6avQjvgCn84aA2SirxVIV,Z9svQi6Z4YjEW1Tczg41vRGtktFedQd1S4NscFUC6v8MUsp3bCaoxl3MiHianQGJmKQLMCQs01GT3Lpx4x7RG5kbnS2j945OFz7MPjjWitqtDXf00RBmtYq09wl4Hfgko5ABMYG6LbsEMK7O8UpzVfKmjm6rifKJzMapDkbfrsf4yKDQ0nQmu3CEa,2019-11-16 21:32:18.898559,2022-01-29 21:23:24.833611
390237,2021-06-27,971472.9569900532,y9,nGZvl1XbfovZo0w2pYXBk25umB5IsbkwMZScPv6NcxEoCzBU32KBBgFoF4m195df6wfu4FYw3sRU3M0SWl8sHXv1MhvTIFy7L1rKpNm7oFKUSz0WJP5HxQcspBfkgDiuBDTiweVCNNMsJOsKSMW6eHb7gPX8Dfw1vL6rpPLU3Vbu88R6s1wyKCk8ISk6rPAjoj0eO49P3kYlHLj9mWu2aJcA,qK5eQ5hkfBsn1Lf7B9SsbFz5iU7y,2020-12-14 18:42:02.776992,2021-04-06 09:27:00.017215
925957,2019-08-17,277755.29907486774,RF,k0QD73RUYFXxZxLxQrLi00bBcPUeOfSGCJHAFtLMwCtsE6JUNXemsmyGQSdIRrt1EV1XzF1RonRkG9QTRzA3Ordkpd9jcN7IDbIPGiOQF,cL8bEi9Rkx9DQmtHCORDj9yuMtuPNn14isun2IJnBuaLoKPZ2XhuhB3bs2rRvkjCpC5uBGcRvcLciUzaX7RREfTfo8PGHYh61XzpqVlG46R6FjAXWFdvosWYflfDtqDtXjHNLK1UG6sG1L4qodjIRdS6CsVFPqFIZ,2020-01-09 17:48:22.943028,2021-02-19 03:13:06.882527
810256,2021-05-05,214270.08111041726,Icg,xgIOHxGJMvCkzQgeJPvsA9cGE4MbyxD4PcFefT2QNBpts6bA40EZJ2HkDDre5QPnzMrKOnZjr7oKduYtS28MeZX3otBA9v06Rp3Nte11DT6be22MEszc3rHRUaeYDyNMQIWfP3rub3MXQikc8E86WQ47blnlAoz5jqxJVU2bMf,Hv0ulgcBfGfTbY8F6wCNKwvCXdKXhSvh8zNoFHO8ZfhESfwXiziIZ3Tsb9GanrDR14YsAvcE96HB0F0xIHNjwBv1GazPxAKcD5moeCGX9w9iwfAlbEOnXtBeP1Td9a1TLAofo,2023-10-22 16:59:36.413260,2018-12-16 23:44:33.263813
790581,2023-06-27,772688.4340945097,DMUjE0Bx9Y,24hXrqWI5PR3P4ssFgtnY8Jb7Sok2xMO9unqsByq686FteI8fiDpdrXzXDqozQiFnYO9oee9eE7JMykZd7bKBosLI6H4SHEDDy5T75Rbc5I2KMl9hLKV2XRHNqcGs2xmDe2cFURtbcBC9IcUGtDIMqHy7,fpnscxb7opUPPkZVtzlU4TrQX48a2cfs5k4WwyGXpRq5xmXeV3O97bIChxIzVez70K5Hkngb32KzisScpi3aKFZNo6dyqCPAJU4neESdLBnekUJQGvxBuHUk4caTDEtwyBkAY8rzC85P5dVFdZKZJfd2GmXyv9JbYevKWRoPEMJYRhlffdhw3DkZfWBAOAlPQKY5ogdI4Lef5yZmQ97,2022-12-20 06:58:29.553965,2022-11-16 05:12:01.897706
784297,2019-02-09,346155.9523384662,URrRsDGZ,vc41HEdCt6SjZX0GSnGiWidOjyAIpDMXrkQWPKygtNjnRWQ7IYAE9Rv2AmSjUkqV,SUguDIZqGHLiWzKhy2XT329haRirpUxR7lBEpalx5U5TAxt4XnCAMraggEbhCzE22GrLKmZCyeXSk4rc2SQRIkgtGjkgLsyxyBTdMCuHmy6NzFhgW9qoSwaAP7NxPc,2019-09-13 20:36:29.928865,2021-02-10 09:35:10.086652
516569,2022-02-16,58277.115397691814,vdhIeM,BrJ9su,Be85tH9lOgw9SXvwzAHyHH1cLCdWj,2019-06-28 20:32:17.188738,2022-12-09 11:24:14.951232
818555,2022-06-06,891043.0641200123,8Hdk,Oq2O2VgqZlYOMIMjpTYUltXJS1UJsiI5to9IXeuneEEsNmKeV1xa4OoRjNl8RkgIqEFB3xBwPdJO7gso42SRj3YrYeWcVHHWwM38ZrlVs5azmcuQxFglStpr7m8nAaj5dHOMEtiNqlfUp9bLxOu7BSH7aB52c7RdhTCIuWpMO2HbAjGt9Jdz5hhpmeAg6R7O,Xx96rpXNFir8Ce15BcEpM6TzkN5RkuNGiGS7WWUOWQU5MiJMQpMPjzWqUFXEE,2021-08-25 17:13:41.552617,2021-09-16 21:34:21.743607
610815,2020-03-01,175331.57609326465,mVAUGTLROt,cdx8V6no8SV5TmzGJwMFMIwsVtPUZHzwWZibqBhFL6z0LmdAczVevMlwZ1AOSUCfneq,CcuWs3w7xAIU6HjKDFfrgDxa2kEHWhyDfjHF7Kymt,2021-10-22 17:19:21.494141,2019-08-28 14:23:54.016437
742699,2019-09-01,846734.4237268378,zh0zIBW,QeTHipYUSnonaxFjmEOSaBNPfz4G1jCpWH9C8CfaBOD3VxSUOM3q9U6I39XfIQvan6myZ7EwzPNrEYqlDda6Rt6DIXVMsbEcbBLzODs6Nj,8LOEEhYz5zk2CoPTV8x7lsDAQFoWFz3G5r9h5GCXdGBgcj54Kr6EoqFcNubweztp9lAqmaZrYxwY5jzpdqn8GW3OqSsTtNW52SuStilLxF2kUUTskF9VryMjwvUih7mK6njkpX6kdRtjpDWC860wYDKZEDQqp7weLRl1BhN0zOoW6qJSunVX9aS,2020-07-10 17:32:13.213898,2021-01-17 00:05:04.780513
504237,2022-03-06,966404.0341357647,oT2rH,GaIwpYKji6IhBE3wgDszisrhLqFNmNphM8570ECfvLPcDSSRnHhHhBrBjEvB6gHfbDeINzRNtWlhj0qtdfxZqx3CvJIqDwLv1r,qY5xojLZO6PojkOsZ9Dxk2W,2020-05-11 03:06:32.915377,2023-10-13 07:59:36.291428
226968,2019-05-08,931333.1491834454,92P,hSlaozDohb2NLki0z3axSgMWSnuF57gqBVYMzFwcSGy3qmgeWq2dkOhQNV59U9NZ,cjXFm9owbf5inswqjDQfWDVZGSaahtX5guXtPHF4SwTMb3vlRYWzNbe8i9oya1ZpEUm4JS8n18c0jLbRRex4lGbJDFFMfNYZYWbxc5B4FqCUZeL4eQXB26RAzckvPgILTqMH8NHn1Galq6u11npmjRyoqZDuFHkPllrtnKt9taV0oLpwdgRjvGRa3WcqmwEGuTcY3x8gsQxioY5,2023-06-11 06:07:50.539291,2018-12-27 17:10:57.371747
159784,2020-11-07,54084.966230549675,nj,xeNarilW5eyDoSuucGxs22gnItRMLLgX7d23AQkNcYJ0OcjTVrkwkwIUSL,rdr21xbLnzkKOooPPfLlpRCAUqKSnCvaASjN,2023-12-13 22:22:49.793415,2020-06-02 05:22:32.380604
411534,2019-07-05,664021.0813735803,l8,DHFVWaB4r1MBLi3UjwEfHUqJbTP1TJE4tyClrHPWGA1t57Grc2jIRHm2TzILccT2x8O7Gywx5BtkwlcNhNvD9n3meJK3I1lrXMIBIb5cGoVewNREcNePPLTaVyugAi5dKfSbIKqS1EZ4UIygY60vBz6srL5KsXdECAXI82GSGJHzrnKj9r7S5uRPI0Qm61fsDW2jCar9gCQmKYi0qc1,yo2E2fnUagthWu7FcbDZUYNZM6vOwn7kfj9niuI06SVcQzAfNTztTrmZ9FLLUMmySd0K7jgPVsMVTSpTZfZzCNRXD5VuUTS0dwYc6,2022-09-01 14:28:05.407897,2019-06-08 10:27:36.781428
654269,2021-08-19,464444.79782900214,caE,di5bCqQOipgWOoiz8IhxOEVeEF7poyDqqc2joVZbB2P8Y7dlTa7A8cQ4RSwydQcPHldIZ2RlwHiTRKnfvASj3HGXPCvDeI4Rgofdg4UpZTh95yZVarx,xL1TA5VQL0ZeG,2022-06-10 03:59:03.399460,2023-04-25 10:05:49.439462
369559,2019-01-09,383973.45227143436,eGuAUYpVEb,E43E4Dakz0ZiBFcfDKSnB1BdYULXZRBFjB8vEqcn6f7qzNywaJZjOCJkIJsgvT4rfrZNnJ6DroJJeHFJC1EDUY3LLopiP4je33Tk9ZA5DFiLzofgwavCYaPAa32gLd2I20LR5vUuvfpOn0rq5OD7y84xf4vXqpygv78vWOg,tUnCv7rMpL77GphLObURgzJMTZ7GQJd3V86xwEbKK4mFW9ckJYu6w31UETjw8w4193goA0KhPa5n3sW29oCYJLBJK,2022-08-30 23:52:29.147946,2023-01-12 16:25:04.480833
484245,2023-11-12,698828.3617133758,rryJCwV,VbhNCJCzL34gDQajTBBZpV2ePCf824sTNRK0PcpwcwMYFpoXlEcn1XnwTZnYyu,lSQsbR1Udq4y1EP1uWybY7Ha1hr07Fuh93yeSEcK1MDZ8FCOBXJvTWoPoBXQmWp5XoLboyQIKDtQ9NVibOh7L3q3PwEixdsn80Q1WrprYjZCmeGS4YkSNAWYHWHXUnnLWBPL2LrF3LWuqDF7XZg4B6sBWgIEtpfEh3jvy,2022-02-09 13:05:44.641826,2021-09-28 19:53:15.666506
160673,2021-10-06,570472.7652155793,VgDo,9Ev1V6xnrI5NzeA8OGUEkdxyG2VZ5GPFiEyYrcHuVOzPe3ql8dfrrIeCmqjgVIGS4BktCgfSOkUYuPuElC0G,lta9Pn3qmCEnMf68CyEI1d7ZOPKMduenMHRZltBD8KhVuYRr98HBb7QrFH7hjYEpSh2d910rkJhYidMiLaVXiJhTK0ZQ0XSLm,2023-12-06 01:50:25.346026,2019-04-29 03:08:37.879989
823562,2020-09-05,85287.66374495339,hYMp6,iMIiyzg8FdoOeVHTAQBKgPmmhd,TVPPbrA8Hj98ieeijt7yBc4PZm2Fy1dcf1d9iL9ijPDeLij8WaJHBfp2erGlzB4cbTJr8lBp8sVhb8G7sJfiFhI4ecZ1pFux9woIqMCJ2JvmPvHRmPZZTuWlqhlfMifXAMew9kuuCh,2020-03-22 06:08:53.119142,2019-07-12 17:32:30.648255
511846,2022-12-20,887079.5863438885,K1oBkfF2,OdVQLbFKlKWDJZmgDdAw1HEEFAXdj9VdIq2Uqr1rBmnRb2LJtueAEhyJ4XQNW4KcJkCWUkRMSwJAVFg291KOYvLFKxVvjI3sPqgYmok2Pdjs2voBfJVZrLKs1oynIHfTjg4L6380dfBqgFl5XPW5xGMkcb6RDWxfTh68XWS1az2dSThEDAZAfL99Vj2PESZY9hyE0iIcMWsxPmvLx3NBM,bJND8xFcxewAvAZVCdKzGgIsuSjaCxHSYOH,2021-07-17 04:02:58.163466,2021-01-24 00:35:40.976313
159480,2020-02-27,2082.2171394105917,pS8dhhDMHy,LClUCHu9oqlexzxmzNDmvZcVs5OrhtlF3kAar1JtCL8MCs0SQrvH2NJvtqT,LzrG71VxMc4ouWBYO22vU4UChrOF2IJZYATEkwYxxdju5rFSJw8SYkyKQ1qfWEojTmjfP8kIn5n9sdG,2019-01-18 13:06:13.157783,2022-05-18 22:16:35.984587
963678,2022-07-02,811126.8861115357,qk1cGR,zuA3ccZFsRrL0DrsbDabGz4MAVEG57ULv309B1LbDyjNqHVepcezX0DqlaasavBaQd70zZ9E76SzR5CSVYHL1xJoJnlOZM0Ix9KqvoQGhAe9bHXdlgq1QolWfiZwEdN8gvUi9rD22r0QVSU6VFNaFQoyZSFkxOfkELz0rqsCu92obrxsgswjWJzscCLcXm0xJAZbCEMq8njLT89WZnDnNwjz3fZtT,gQCTyJM1RpkmPTeZKA2eccl5f58fbnaTu5R1rSq1aCafhk0o71tvBXUjZxNPXoMCM75ZXr86Cu8XYXEUVZq8vE2SNec2u2vpH26Tlt2KNpx10y,2021-03-08 15:51:35.193350,2019-04-03 13:11:42.067908
71190,2019-10-19,869844.3405656283,8KuoW,scNFcMgJgNFshGJRpFhdW9pZT6vHFsGCGwtq1r5MFNAXykD0e1ovhkd6L7HprZTrRFMSTicMJv3MM7hNLccHFi,4iW8Y4BAxwRaeWHm6HTCqpZNFsWt,2019-05-22 13:17:53.871690,2021-10-22 18:38:38.599266
148432,2020-03-13,65767.58810528989,7W0Twbd,xui4LN40DAvNV7bfvEmfR3V9mgQeInAczaMrnEXjyBoMGy7lFeAlSfUcHfeDLB1IcjXBtk,efHNOn2AwsNjDSDkS8Qok2h6XKs4EjV1VhU8S9IqF7nZFtj4jgW9mSxDxXErbFuvwMSAmRqoVVHt1sHl0wOdGNzuNHcL1VJXYaBllke3MC2VsdFeUhB9pT2FKg4CUG5,2021-08-01 14:24:07.762592,2021-07-27 01:13:06.588763
654554,2023-03-20,48304.04781021742,aoxVBQb,ezuqi3FEnD1YFIqxUaRp5anSyBKkSWLLz1wbPXTWSu5ZGGP7hysBcQWIANOnLoHsTGqYc92pnKn,3YrDNTZiIS9FbIBG85nP1t3d2f9tpg9WdhkhSjSanyDsSVYWQWbx6UJji1MMKToHFvvVIs4o5CvqYALm6YTPGyQ09S5R3bR25Rvn0DU9rPcDnutjNf7EfZiZMge9m91nYiylgnUf6aSJrOEDMZpVv5TlXOQzNkM8Od6UKdLIhqPZ8AlkfT86oURXLVv3vLt2dcExAVd5dmGHqBR8s7M9AedXr1moyIClCFmVOpyYOvuzCWZMwpv,2023-12-04 19:09:01.696471,2020-03-05 14:14:20.038657
32878,2019-10-07,53389.3803283771,2rp,Wu4v1qdYWmkCEyXLaYxiEnRX2MvfBU9RfY3,V3Q4Ho47gJO0tXlVrhsdXt9FScnL2ZlmLcrwACe1TPCWKXE83GxlQtPz0BFEhwXygmUL1waz7vdR7GHQT9nMwjMjbOUH0HqE38QTHY1rLT1IGTNZndNL1PnkHA0qSAj6DBoFk7OPaFXJiQgdvQmnFm16qPhAzejTtaYABLYQOCgwnzEYFkuxEhLhOntOB3MRWThP8FW4UZEiEc,2019-06-16 15:15:57.190594,2019-04-16 20:32:34.306706
933694,2022-02-13,404417.25862604246,tQagoc,xcheheasGrEv3sY3hW7vMt1YSUQ20RmutSboFghP1oQErqG7HH9Lig9bQz7d3fUCZFT74SLjhN4xDouihxqB,sCgC2iv5AwHC6yqv047NH53sgmhGhxn5Hs9lZzFqsquc3,2021-08-12 04:35:17.318649,2019-01-09 10:28:36.930176
387544,2023-05-25,824373.1046060008,qN8pn,xr2Uj7rHM6IIP5LIRatyXMS6ZYhXCzTCg3ea7hBkCCwHOM2BBuiJuhTyR6FtoUtA5BetkDC5ymGm2Ivr7IGfxwLNNvUpnSGODO3BJuwzDRbV5zrKH7SQAOoo7vzyC47jHKYLFBndvKmYgK4S5M2CwafcrP44a7cCY4NjevxT2DN4B2hd8jpLMOD75wN9AACTd6B9syEAv2uMuiknstYgBJTX0krT7Gcu6eajD0sp,0eCWW7puKtaUvLP6vp6a3eT4tvY9PSSnJLeeOrZ69K2Z83YqY0sxVss1P0VUS4NuAun2SYaAedNuPs40U1MyyieMAeZyWx6dFOafB2UONGkCzom5Aw0Sh5yVvqE6ectqnFEPKtOgUVehZXzDjlUcmHNxGa5g7ujqjXLuzn,2021-01-17 04:25:13.883913,2021-08-02 09:41:15.589914
199465,2021-11-27,188045.83278204905,dbSiNgcrks,80wvWeD4DhUvZ7x3v3sRWRQHAXeMt9sosdrF2sYKHKMIZwWQ1HAOvlnFUlyH689TUSPXiOLTt4vXPc,a0xd4C1Z3zndogcy2C83pzYZ25KOemjq46kl6eXpzBB69ge0ax1spVKZxWODsP7HAGo8q1b0dKfJeoVYqVicfCiX4JRudkt83qPTLhX8iRDpYIgjjzePZVjIQYWV12mVtObN4awdiAYNF2zFZmi88L7LDv93vrMgwhyCR7ro64iHUodkGLdOqJgIulfeoXQDyxcuNpSWWERvBXCDWc,2023-09-15 12:01:07.511135,2019-11-06 10:58:34.853970
434585,2020-11-21,890918.0274905398,j,UNC2bWymfqKkGoQ2HHp98e5h2eIomKvHnEZZJJ1vj62fSLk1iXzga6brfRQSn0jIewKcldrr4TyfZ44aLCKILZ04qQREyts9TuEuMVwLxqQfkTt64bbJBZgpEUY4SGdx0IhWFipR9mriTLdBbfTxFinjOnAAf25PJHoOYD0rpfxDXETuGqfyYQE,RMKfVWj7SnOXodMaFjaTFnVvZZThhfnZvcWaxmcKRf9VZveOTkvS7YnoPy2mT7kwSqtGwZs0eY1b4cLg7g7yEoonHWVZMG094dFunP38jE6lXUzXwZTv4Srr4zkBxEL8pAJMSdDKY,2022-03-28 10:49:53.678354,2019-10-05 17:55:09.930342
413749,2021-01-27,657843.7425493356,aKkVq,wgxnArtWXfgTqJc2KUTQllsgmMICkK5GXM2PKvfpDI6eP4,JaYZn2VV3w1CbtWxRoFmBhLscBuDsbSOHqiVhu0CTezLv4TmQ8wsJUmdsfTTINRO5frkhvIcwTMbtRsnYm7UMaH6ZC4fKiMVIRXhgdNbTdjrLwpspuV1rS8p1QKySyUVwwonn3IBZOw6q4CyNrP54iBm24C5lRdgcsDSNUrNxvIDUHUo6qeWurPPx4qH1xfx0D59mpokRtFuFD0UHC6tGV3y0AeKbK4tz,2020-02-19 22:42:56.448975,2022-02-25 07:31:39.885628
